Paper title,Citing paper title
DART: De-Anonymization of personal gazetteers through social trajectories,The Role of Ideology in Motivating Lone Actor Terrorism: An Analysis of the Online Record of the Christchurch Terrorist
DART: De-Anonymization of personal gazetteers through social trajectories,Colossal Trajectory Mining Semantic Co-movement Pattern Mining
DART: De-Anonymization of personal gazetteers through social trajectories,Privacy preserving location based services: From centralized to federated approaches
DART: De-Anonymization of personal gazetteers through social trajectories,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
DART: De-Anonymization of personal gazetteers through social trajectories,A study on privacy protection techniques for spatiotemporal data
Supporting the Generation of Data Narratives,Computational understanding of narratives: A survey
Supporting the Generation of Data Narratives,Enhancing cubes with models to describe multidimensional data
Supporting the Generation of Data Narratives,Fabula: Intelligence report generation using retrieval-augmented narrative construction
Supporting the Generation of Data Narratives,On the design of an interactive automatic Python programming skills assessment system
Supporting the Generation of Data Narratives,Computational narratives using model-driven engineering
Supporting the Generation of Data Narratives,A data narrative about tuberculosis pandemic in Gabon.
Supporting the Generation of Data Narratives,"Leveraging users' behavior, intentions and interests for enhancing Exploratory Data Analysis and Data Narration"
Supporting the Generation of Data Narratives,A framework for crafting data narratives
Supporting the Generation of Data Narratives,Un modèle conceptual de narration de données
Supporting the Generation of Data Narratives,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Supporting the Generation of Data Narratives,Modéliser la démarche du data journaliste
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Automated data processing and feature engineering for deep learning and big data applications: a survey
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Interactive hyperparameter optimization in multi-objective problems via preference learning
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Machine Learning-Based Modelling in Atomic Layer Deposition Processes
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Data preprocessing using AutoML: A survey
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,AutoClues: Exploring Clustering Pipelines via AutoML and Diversification
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Reproducible AutoML: An Assessment of Research Reproducibility of No-Code AutoML Tools
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,5 Navigating the landscape of automated data preprocessing: an in-depth review of automated machine learning platforms
HAMLET: A framework for Human-centered AutoML via Structured Argumentation,Develop an Automated Machine Learning Platform for Residential Property Valuation
The tell-tale cube,Enhancing cubes with models to describe multidimensional data
The tell-tale cube,Assess queries for interactive analysis of data cubes
The tell-tale cube,Supporting the generation of data narratives
The tell-tale cube,Suggesting assess queries for interactive analysis of multidimensional data
The tell-tale cube,"Leveraging users' behavior, intentions and interests for enhancing Exploratory Data Analysis and Data Narration"
The tell-tale cube,A framework for crafting data narratives
The tell-tale cube,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
The tell-tale cube,Un prototipo per analizzare dati multidimensionali sulla base delle intenzioni dell'utente
Augmented Business Intelligence.,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Augmented Business Intelligence.,COOL: A framework for conversational OLAP
Augmented Business Intelligence.,A-BI+: A framework for augmented business intelligence
Augmented Business Intelligence.,mRAT-SQL+ GAP: a Portuguese text-to-SQL transformer
Augmented Business Intelligence.,Towards conversational OLAP
Augmented Business Intelligence.,Conversational OLAP
Augmented Business Intelligence.,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Augmented Business Intelligence.,Progettazione e prototipazione di un framework per Conversational OLAP
Cost-based optimization of multistore query plans,Database management system performance comparisons: A systematic literature review
Cost-based optimization of multistore query plans,Optimizing Data Integration Processes with the Support of Machine Learning-Is it Really Possible?
Cost-based optimization of multistore query plans,Optimising queries for pattern detection over large scale temporally evolving graphs
Cost-based optimization of multistore query plans,On Reasoning About Black-Box Udfs by Classifying their Performance Characteristics
Cost-based optimization of multistore query plans,On the Optimization of Query Plans in Multistores (Discussion Paper)
Cost-based optimization of multistore query plans,Research on Storage and Query Optimization Algorithm of Distributed Database for Big Data
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Traffic congestion forecasting in shanghai based on multi-period hotspot clustering
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,User‐centered road network traffic analysis with MobilityDB
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Evolving map matching with markov decision processes
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
Map-matching on big data: A distributed and efficient algorithm with a hidden Markov model,A Systematic Review of Deep Learning Architectures in Traffic Congestion Prediction.
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Particle filtering supported probability density estimation of mobility patterns
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Colossal Trajectory Mining Semantic Co-movement Pattern Mining
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Grid-Based Index of Spatiotemporal Data for AIS Trajectories
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,Clustering for Discovering Colossal Patterns in High-Dimensional Data
Colossal trajectory mining: a unifying approach to mine behavioral mobility patterns,GS-FFO Based Meta-Heuristic Clustering for Discovering Colossal Patterns in High-Dimensional Data
Optimizing execution plans in a multistore,Multi-model query languages: taming the variety of big data
Optimizing execution plans in a multistore,HAMLET: A framework for Human-centered AutoML via Structured Argumentation
Optimizing execution plans in a multistore,Cost-based optimization of multistore query plans
Optimizing execution plans in a multistore,Towards Human-centric AutoML via Logic and Argumentation.
Optimizing execution plans in a multistore,On the Optimization of Query Plans in Multistores (Discussion Paper)
Insight-based vocalization of OLAP sessions,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Insight-based vocalization of OLAP sessions,Personalization of OLAP queries for hierarchical visualization under constraints
Insight-based vocalization of OLAP sessions,Personalized OLAP queries under hierarchical visualization constraint
Insight-based vocalization of OLAP sessions,A framework for crafting data narratives
Suggesting assess queries for interactive analysis of multidimensional data,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Suggesting assess queries for interactive analysis of multidimensional data,The whys and wherefores of cubes
Suggesting assess queries for interactive analysis of multidimensional data,Explaining cube measures through Intentional Analytics
Suggesting assess queries for interactive analysis of multidimensional data,"Leveraging users' behavior, intentions and interests for enhancing Exploratory Data Analysis and Data Narration"
Streaming Approach to Schema Profiling,ASSO: the Automated Schemaless Stream Overseer
Streaming Approach to Schema Profiling,Impact Study of NoSQL Refactoring in SkyServer Database
Streaming Approach to Schema Profiling,Dynamic Stream Clustering for Real-Time Schema Profiling with Dsc+
Smart irrigation system for precision water management: effect on yield and fruit quality of yellow fleshed kiwifruit in northern Italy,Process-driven design of cloud data platforms
Smart irrigation system for precision water management: effect on yield and fruit quality of yellow fleshed kiwifruit in northern Italy,Towards a Process-Driven Design of Data Platforms
Smart irrigation system for precision water management: effect on yield and fruit quality of yellow fleshed kiwifruit in northern Italy,Valutazione preliminare di un sistema smart di gestione automatizzata dell'irrigazione dell'actinidia
The whys and wherefores of cubes,VOOL: A modular insight-based framework for vocalizing OLAP sessions
The whys and wherefores of cubes,Explaining cube measures through Intentional Analytics
The whys and wherefores of cubes,Using Regression to Explain Cube Measures
Conversational OLAP in action,Designing a Star Schema for Optimizing the Total Sales of Motorcycles
Conversational OLAP in action,Conversational OLAP
Conversational OLAP in action,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
OLAP Querying of Document Stores in the Presence of Schema Variety,Data Warehouse Based on NoSQL: a literature mapping
OLAP Querying of Document Stores in the Presence of Schema Variety,Business Intelligence: vers un ETL à la demande sur des bases de données orientées documents
OLAP Querying of Document Stores in the Presence of Schema Variety,Ciclo de vida de data warehouse baseado em NoSQL: adaptações e análise de desempenho de arquiteturas
Explaining cube measures through Intentional Analytics,VOOL: A modular insight-based framework for vocalizing OLAP sessions
Explaining cube measures through Intentional Analytics,Causal Banzhaf Value for Aggregate Query Explanations
On the Optimization of Query Plans in Multistores (Discussion Paper),Unified modeling and polyglot data querying in polystore systems
On the Optimization of Query Plans in Multistores (Discussion Paper),Multilingual access to multi-store big data storage systems: application to mobility data and smart cities
Describing multidimensional data through highlights,"Leveraging users' behavior, intentions and interests for enhancing Exploratory Data Analysis and Data Narration"
Describing multidimensional data through highlights,MATHEMATICAL METHODS OF MULTIDIMENSIONAL DATA INTELLIGENT ANALYSIS
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Summarization and visualization of multi-level and multi-dimensional itemsets
A Similarity Function for Multi-Level and Multi-Dimensional Itemsets,Augmenting the Knowledge Pyramid with Unconventional Data and Advanced Analytics
An auto-tuning process-based 3D model to forecast irrigation demand in kiwifruit,Assessing Soil Water Dynamics in a Drip-Irrigated Grapefruit Orchard Using the HYDRUS 2D/3D Model: A Comparison of Unimodal and Bimodal Hydraulic Functions
